Area,Domain,Process ID,Process,Practice ID,Practice Name,Activity
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.05,Build solutions.,4. Implement audit trails during configuration and integration of hardware and infrastructural software to protect resources and ensure availability and integrity.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.05,Build solutions.,5. Consider when the effect of cumulative customisations and configurations (including minor changes that were not subjected to formal design specifications) require a high-level reassessment of the solution and associated functionality.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.05,Build solutions.,"6. Ensure the interoperability of solution components with supporting tests, preferably automated."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.05,Build solutions.,7. Configure acquired application software to meet business processing requirements.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.05,Build solutions.,8. Define service catalogues for relevant internal and external target groups based on business requirements.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.06,Perform quality assurance.,"1. Define a QA plan and practices including, e.g., specification of quality criteria, validation and verification processes, definition of how quality will be reviewed, necessary qualifications of quality reviewers, and roles and responsibilities for the achievement of quality."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.06,Perform quality assurance.,"2. Frequently monitor the solution quality based on project requirements, enterprise policies, adherence to development methodologies, quality management procedures and acceptance criteria."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.06,Perform quality assurance.,"3. Employ code inspection, test-driven development practices, automated testing, continuous integration, walk-throughs and testing of applications as appropriate. Report on outcomes of the monitoring process and testing to the application software development team and IT management."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.06,Perform quality assurance.,"4. Monitor all quality exceptions and address all corrective actions. Maintain a record of all reviews, results, exceptions and corrections. Repeat quality reviews, where appropriate, based on the amount of rework and corrective action."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.07,Prepare for solution testing.,1. Create an integrated test plan and practices commensurate with the enterprise environment and strategic technology plans that will enable the creation of suitable testing and simulation environments to help verify that the solution will operate successfully in the live environment and deliver the intended results and that controls are adequate.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.07,Prepare for solution testing.,"2. Create a test environment that supports the full scope of the solution and reflects, as closely as possible, real-world conditions, including the business processes and procedures, range of users, transaction types, and deployment conditions."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.07,Prepare for solution testing.,"3. Create test procedures that align with the plan and practices and allow evaluation of the operation of the solution in real-world conditions. Ensure that the test procedures evaluate the adequacy of the controls, based on enterprisewide standards that define roles, responsibilities and testing criteria, and are approved by project stakeholders and the sponsor/business process owner."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.08,Execute solution testing.,"1. Undertake testing of solutions and their components in accordance with the testing plan. Include testers independent from the solution team, with representative business process owners and end users. Ensure that testing is conducted only within the development and test environments."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.08,Execute solution testing.,"2. Use clearly defined test instructions, as defined in the test plan, and consider the appropriate balance between automated scripted tests and interactive user testing."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.08,Execute solution testing.,"3. Undertake all tests in accordance with the test plan and practices including the integration of business processes and IT solution components and of non-functional requirements (e.g., security, interoperability, usability)."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.08,Execute solution testing.,"4. Identify, log and classify (e.g., minor, significant and mission-critical) errors during testing. Repeat tests until all significant errors have been resolved. Ensure that an audit trail of test results is maintained."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.08,Execute solution testing.,5. Record testing outcomes and communicate results of testing to stakeholders in accordance with the test plan.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.09,Manage changes to requirements.,"1. Assess the impact of all solution change requests on the solution development, the original business case and the budget, and categorise and prioritise them accordingly."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.09,Manage changes to requirements.,"2. Track changes to requirements, enabling all stakeholders to monitor, review and approve the changes. Ensure that the outcomes of the change process are fully understood and agreed on by all the stakeholders and the sponsor/business process owner."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.09,Manage changes to requirements.,"3. Apply change requests, maintaining the integrity of integration and configuration of solution components. Assess the impact of any major solution upgrade and classify it according to agreed-on objective criteria (such as enterprise requirements), based on the outcome of analysis of the risk involved (such as impact on existing systems and processes or security), cost-benefit justification and other requirements."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.10,Maintain solutions.,"1. Develop and execute a plan for the maintenance of solution components that includes periodic reviews against business needs and operational requirements such as patch management, upgrade strategies, risk, vulnerabilities assessment and security requirements."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.10,Maintain solutions.,"2. Assess the significance of a proposed maintenance activity on current solution design, functionality and/or business processes. Consider risk, user impact and resource availability. Ensure that the business process owners understand the effect of designating changes as maintenance."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.10,Maintain solutions.,"3. In the event of major changes to existing solutions that result in significant change in current designs and/or functionality and/or business processes, follow the development process used for new systems. For maintenance updates, use the change management process."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.10,Maintain solutions.,"4. Ensure that the pattern and volume of maintenance activities are analysed periodically for abnormal trends indicating underlying quality or performance problems, cost/benefit of major upgrade, or replacement in lieu of maintenance."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.10,Maintain solutions.,"5. For maintenance updates, use the change management process to control all maintenance requests."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.11,Define IT services and maintain the service portfolio.,1. Propose definitions of the new or changed IT services to ensure that the services are fit for purpose. Document the proposed service definitions in the portfolio list of services to be developed.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.11,Define IT services and maintain the service portfolio.,"2. Propose new or changed service level options (service times, user satisfaction, availability, performance, capacity, security, continuity, compliance and usability) to ensure that the IT services are fit for use. Document the proposed service options in the portfolio."
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.11,Define IT services and maintain the service portfolio.,3. Interface with business relationship management and portfolio management to agree on the proposed service definitions and service level options.
Management,"Build, Acquire and Implement",BAI03,Manage Solutions Identification and Build,BAI03.11,Define IT services and maintain the service portfolio.,"4. If service change falls within agreed-on approval authority, build the new or changed IT services or service level options. Otherwise, pass the service change to portfolio management for investment review."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.01,"Assess current availability, performance and capacity and create a baseline.","1. Consider the following (current and forecasted) in the assessment of availability, performance and capacity of services and resources: customer requirements, business priorities, business objectives, budget impact, resource utilisation, IT capabilities and industry trends."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.01,"Assess current availability, performance and capacity and create a baseline.","2. Monitor actual performance and capacity usage against defined thresholds, supported where necessary with automated software."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.01,"Assess current availability, performance and capacity and create a baseline.",3. Identify and follow up on all incidents caused by inadequate performance or capacity.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.01,"Assess current availability, performance and capacity and create a baseline.","4. Regularly evaluate the current levels of performance for all processing levels (business demand, service capacity and resource capacity) by comparing them against trends and SLAs, taking into account changes in the environment."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.02,Assess business impact.,1. Identify only those solutions or services that are critical in the availability and capacity management process.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.02,Assess business impact.,2. Map the selected solutions or services to application(s) and infrastructure (IT and facility) on which they depend to enable a focus on critical resources for availability planning.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.02,Assess business impact.,3. Collect data on availability patterns from logs of past failures and performance monitoring. Use modelling tools that help predict failures based on past usage trends and management expectations of new environment or user conditions.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.02,Assess business impact.,"4. Create scenarios based on the collected data, describing future availability situations to illustrate a variety of potential capacity levels needed to achieve the availability performance objective."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.02,Assess business impact.,5. Determine the likelihood that the availability performance objective will not be achieved based on the scenarios.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.02,Assess business impact.,"6. Determine the impact of the scenarios on the business performance measures (e.g., revenue, profit, customer services). Engage the business line, functional (especially finance) and regional leaders to understand their evaluation of impact."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.02,Assess business impact.,"7. Ensure that business process owners fully understand and agree to the results of this analysis. From the business owners, obtain a list of unacceptable risk scenarios that require a response to reduce risk to acceptable levels."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.03,Plan for new or changed service requirements.,1. Review availability and capacity implications of service trend analysis.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.03,Plan for new or changed service requirements.,"2. Identify availability and capacity implications of changing business needs and improvement opportunities. Use modelling techniques to validate availability, performance and capacity plans."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.03,Plan for new or changed service requirements.,3. Prioritise needed improvements and create cost-justifiable availability and capacity plans.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.03,Plan for new or changed service requirements.,"4. Adjust the performance and capacity plans and SLAs based on realistic, new, proposed and/or projected business processes and supporting services, applications and infrastructure changes as well as reviews of actual performance and capacity usage, including workload levels."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.03,Plan for new or changed service requirements.,5. Ensure that management performs comparisons of actual demand on resources with forecasted supply and demand to evaluate current forecasting techniques and make improvements where possible.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.04,Monitor and review availability and capacity.,"1. Establish a process for gathering data to provide management with monitoring and reporting information for availability, performance and capacity workload of all information-related resources."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.04,Monitor and review availability and capacity.,2. Provide regular reporting of the results in an appropriate form for review by IT and business management and communication to enterprise management.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.04,Monitor and review availability and capacity.,"3. Integrate monitoring and reporting activities in the iterative capacity management activities (monitoring, analysis, tuning and implementations)."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.04,Monitor and review availability and capacity.,4. Provide capacity reports to the budgeting processes.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.05,"Investigate and address availability, performance and capacity issues.",1. Obtain guidance from vendor product manuals to ensure an appropriate level of performance availability for peak processing and workloads.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.05,"Investigate and address availability, performance and capacity issues.","2. Identify performance and capacity gaps based on monitoring current and forecasted performance. Use the known availability, continuity and recovery specifications to classify resources and allow prioritisation."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.05,"Investigate and address availability, performance and capacity issues.","3. Define corrective actions (e.g., shifting workload, prioritising tasks or adding resources, when performance and capacity issues are identified)."
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.05,"Investigate and address availability, performance and capacity issues.",4. Integrate required corrective actions into the appropriate planning and change management processes.
Management,"Build, Acquire and Implement",BAI04,Manage Availability and Capacity,BAI04.05,"Investigate and address availability, performance and capacity issues.",5. Define an escalation procedure for swift resolution in case of emergency capacity and performance problems.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.01,Establish the desire to change.,"1. Assess the scope and impact of the envisioned change, the various stakeholders who are affected, the nature of the impact on and involvement required from each stakeholder group, and the current readiness and ability to adopt the change."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.01,Establish the desire to change.,"2. Identify, leverage and communicate current pain points, negative events, risk, customer dissatisfaction and business problems, as well as initial benefits, future opportunities and rewards, and competitor advantages, as a foundation for establishing the desire to change."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.01,Establish the desire to change.,3. Issue key communications from the executive committee or CEO to demonstrate the commitment to the change.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.01,Establish the desire to change.,"4. Provide visible leadership from senior management to establish direction and to align, motivate and inspire stakeholders to desire the change."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.02,Form an effective implementation team.,"1. Identify and assemble an effective core implementation team that includes appropriate members from business and IT with the capacity to spend the required amount of time and contribute knowledge and expertise, experience, credibility and authority. Consider including external parties such as consultants to provide an independent view or to address skill gaps. Identify potential change agents within different parts of the enterprise with whom the core team can work to support the vision and cascade changes down."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.02,Form an effective implementation team.,2. Create trust within the core implementation team through carefully planned events with effective communication and joint activities.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.02,Form an effective implementation team.,3. Develop a common vision and goals that support the enterprise objectives.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.03,Communicate desired vision.,"1. Develop a vision communication plan to address the core audience groups, their behavioural profiles and information requirements, communication channels, and principles."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.03,Communicate desired vision.,2. Deliver the communication at appropriate levels of the enterprise in accordance with the plan.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.03,Communicate desired vision.,3. Reinforce the communication through multiple forums and repetition.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.03,Communicate desired vision.,4. Check understanding of the desired vision and respond to any issues highlighted by staff.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.03,Communicate desired vision.,5. Make all levels of leadership accountable for demonstrating the vision.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.04,Empower role players and identify short-term wins.,"1. Identify organisational structures compatible with the vision; if required, make changes to ensure alignment."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.04,Empower role players and identify short-term wins.,2. Plan the training staff needs to develop the appropriate skills and attitudes to feel empowered.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.04,Empower role players and identify short-term wins.,"3. Align HR processes and measurement systems (e.g., performance evaluation, compensation decisions, promoting decisions, recruiting and hiring) to support the vision."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.04,Empower role players and identify short-term wins.,4. Identify and manage leaders who continue to resist needed change.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.04,Empower role players and identify short-term wins.,"5. Identify, prioritise and deliver opportunities for quick wins. These could be related to current known areas of difficulty or external factors that need to be addressed urgently."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.04,Empower role players and identify short-term wins.,"6. Leverage delivered quick wins by communicating the benefits to those impacted to show the vision is on track. Fine-tune the vision, keep leaders on board and build momentum."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.05,Enable operation and use.,"1. Develop a plan for operation and use of the change that communicates and builds on realised quick wins, addresses behavioural and cultural aspects of the broader transition, and increases buy-in and engagement. Ensure that the plan covers a holistic view of the change and provides documentation (e.g., procedures), mentoring, training, coaching, knowledge transfer, enhanced immediate post-go-live support and ongoing support."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.05,Enable operation and use.,"2. Implement the operation and use plan. Define and track success measures, including hard business measures and perception measures that indicate how people feel about a change, taking remedial action as necessary."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.06,Embed new approaches.,1. Celebrate successes and implement reward and recognition programmes to reinforce the change.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.06,Embed new approaches.,2. Use performance measurement systems to identify root causes for low adoption and take corrective action.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.06,Embed new approaches.,3. Make process owners accountable for normal day-to-day operations.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.06,Embed new approaches.,4. Conduct compliance audits to identify root causes for low adoption and recommend corrective action.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.06,Embed new approaches.,5. Provide ongoing awareness through regular communication of the change and its adoption.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.07,Sustain changes.,"1. Provide mentoring, training, coaching and knowledge transfer to new staff to sustain the change."
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.07,Sustain changes.,2. Sustain and reinforce the change through regular communication demonstrating top management commitment.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.07,Sustain changes.,3. Perform periodic reviews of the operation and use of the change and identify improvements.
Management,"Build, Acquire and Implement",BAI05,Manage Organisational Change Enablement,BAI05.07,Sustain changes.,4. Capture lessons learned relating to implementation of the change and share knowledge across the enterprise.
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.01,"Evaluate, prioritise and authorise change requests.","1. Use formal change requests to enable business process owners and IT to request changes to business process, infrastructure, systems or applications. Make sure that all such changes arise only through the change request management process."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.01,"Evaluate, prioritise and authorise change requests.","2. Categorise all requested changes (e.g., business process, infrastructure, operating systems, networks, application systems, purchased/packaged application software) and relate affected configuration items."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.01,"Evaluate, prioritise and authorise change requests.","3. Prioritise all requested changes based on the business and technical requirements, resources required, and the legal, regulatory and contractual reasons for the requested change."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.01,"Evaluate, prioritise and authorise change requests.","4. Plan and evaluate all requests in a structured fashion. Include an impact analysis on business process, infrastructure, systems and applications, business continuity plans (BCPs) and service providers to ensure that all affected components have been identified. Assess the likelihood of adversely affecting the operational environment and the risk of implementing the change. Consider security, legal, contractual and compliance implications of the requested change. Consider also inter-dependencies amongst changes. Involve business process owners in the assessment process, as appropriate."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.01,"Evaluate, prioritise and authorise change requests.","5. Formally approve each change by business process owners, service managers and IT technical stakeholders, as appropriate. Changes that are low-risk and relatively frequent should be pre-approved as standard changes."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.01,"Evaluate, prioritise and authorise change requests.",6. Plan and schedule all approved changes.
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.01,"Evaluate, prioritise and authorise change requests.","7. Consider the impact of contracted services providers (e.g., of outsourced business processing, infrastructure, application development and shared services) on the change management process, including integration of organisational change management processes with change management processes of service providers and the impact on contractual terms and SLAs."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.02,Manage emergency changes.,"1. Ensure that a documented procedure exists to declare, assess, give preliminary approval, authorise after the change and record an emergency change."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.02,Manage emergency changes.,"2. Verify that all emergency access arrangements for changes are appropriately authorised, documented and revoked after the change has been applied."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.02,Manage emergency changes.,"3. Monitor all emergency changes, and conduct post-implementation reviews involving all concerned parties. The review should consider and initiate corrective actions based on root causes such as problems with business process, application system development and maintenance, development and test environments, documentation and manuals, and data integrity."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.02,Manage emergency changes.,4. Define what constitutes an emergency change.
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.03,Track and report change status.,"1. Categorise change requests in the tracking process (e.g., rejected, approved but not yet initiated, approved and in process, and closed)."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.03,Track and report change status.,"2. Implement change status reports with performance metrics to enable management review and monitoring of both the detailed status of changes and the overall state (e.g., aged analysis of change requests). Ensure that status reports form an audit trail so changes can subsequently be tracked from inception to eventual disposition."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.03,Track and report change status.,"3. Monitor open changes to ensure that all approved changes are closed in a timely fashion, depending on priority."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.03,Track and report change status.,4. Maintain a tracking and reporting system for all change requests.
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.04,Close and document the changes.,"1. Include changes to documentation (e.g., business and IT operational procedures, business continuity and disaster recovery documentation, configuration information, application documentation, help screens, and training materials) within the change management procedure as an integral part of the change."
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.04,Close and document the changes.,2. Define an appropriate retention period for change documentation and pre- and post-change system and user documentation.
Management,"Build, Acquire and Implement",BAI06,Manage Changes,BAI06.04,Close and document the changes.,3. Subject documentation to the same level of review as the actual change.
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.01,Establish an implementation plan.,"1. Create an implementation plan that reflects the broad implementation strategy, the sequence of implementation steps, resource requirements, inter-dependencies, criteria for management acceptance of the production implementation, installation verification requirements, transition strategy for production support, and update of BCPs."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.01,Establish an implementation plan.,"2. Confirm that all implementation plans are approved by technical and business stakeholders and reviewed by internal audit, as appropriate."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.01,Establish an implementation plan.,3. Obtain commitment from external solution providers to their involvement in each step of the implementation.
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.01,Establish an implementation plan.,4. Identify and document the fallback and recovery process.
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.01,Establish an implementation plan.,5. Formally review the technical and business risk associated with implementation and ensure that the key risk is considered and addressed in the planning process.
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.","1. Define a business process, IT: service data and infrastructure migration plan. Consider, for example, hardware, networks, operating systems, software, transaction data, master files, backups and archives, interfaces with other systems (both internal and external), possible compliance requirements, business procedures, and system documentation, in the development of the plan."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.","2. Consider all necessary adjustments to procedures, including revised roles and responsibilities and control procedures, in the business process conversion plan."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.","3. Incorporate in the data conversion plan methods for collecting, converting and verifying data to be converted, and identifying and resolving any errors found during conversion. Include comparing the original and converted data for completeness and integrity."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.","4. Confirm that the data conversion plan does not require changes in data values unless absolutely necessary for business reasons. Document changes made to data values, and secure approval from the business process data owner."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.",5. Rehearse and test the conversion before attempting a live conversion.
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.","6. Consider the risk of conversion problems, business continuity planning, and fallback procedures in the business process, data and infrastructure migration plan where there are risk management, business needs or regulatory/compliance requirements."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.","7. Co-ordinate and verify the timing and completeness of the conversion cutover so there is a smooth, continuous transition with no loss of transaction data. Where necessary, in the absence of any other alternative, freeze live operations."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.",8. Plan to back up all systems and data taken at the point prior to conversion. Maintain audit trails to enable the conversion to be retraced and ensure that there is a recovery plan covering rollback of migration and fallback to previous processing should the migration fail.
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.02,"Plan business process, system and data conversion.",9. Plan retention of backup and archived data to conform to business needs and regulatory or compliance requirements.
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"1. Develop and document the test plan, which aligns to the programme and project quality plan and relevant organisational standards. Communicate and consult with appropriate business process owners and IT stakeholders."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"2. Ensure that the test plan reflects an assessment of risk from the project and that all functional and technical requirements are tested. Based on assessment of the risk of system failure and faults on implementation, the plan should include requirements for performance, stress, usability, pilot and security testing."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"3. Ensure that the test plan addresses the potential need for internal or external accreditation of outcomes of the test process (e.g., financial regulatory requirements)."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"4. Ensure that the test plan identifies necessary resources to execute testing and evaluate the results. Examples of resources include construction of test environments and use of staff time for the test group, including potential temporary replacement of test staff in the production or development environments. Ensure that stakeholders are consulted on the resource implications of the test plan."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"5. Ensure that the test plan identifies testing phases appropriate to the operational requirements and environment. Examples of such testing phases include unit test, system test, integration test, user acceptance test, performance test, stress test, data conversion test, security test, operational readiness test, and backup and recovery tests."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"6. Confirm that the test plan considers test preparation (including site preparation), training requirements, installation or an update of a defined test environment, planning/performing/documenting/retaining test cases, error and problem handling, correction and escalation, and formal approval."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"7. Ensure that the test plan establishes clear criteria for measuring the success of undertaking each testing phase. Consult the business process owners and IT stakeholders in defining the success criteria. Determine that the plan establishes remediation procedures when the success criteria are not met (e.g., in a case of significant failures in a testing phase, the plan provides guidance on whether to proceed to the next phase, stop testing or postpone implementation)."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.03,Plan acceptance tests.,"8. Confirm that all test plans are approved by stakeholders, including business process owners and IT, as appropriate. Examples of such stakeholders are application development managers, project managers and business process end users."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.04,Establish a test environment.,"1. Create a database of test data that are representative of the production environment. Sanitise data used in the test environment from the production environment according to business needs and organisational standards (e.g., consider whether compliance or regulatory requirements oblige the use of sanitised data)."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.04,Establish a test environment.,"2. Protect sensitive test data and results against disclosure, including access, retention, storage and destruction. Consider the effect of interaction of organisational systems with those of third parties."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.04,Establish a test environment.,"3. Put in place a process to enable proper retention or disposal of test results, media and other associated documentation to enable adequate review and subsequent analysis as required by the test plan. Consider the effect of regulatory or compliance requirements."
Management,"Build, Acquire and Implement",BAI07,Manage Change Acceptance and Transitioning,BAI07.04,Establish a test environment.,"4. Ensure that the test environment is representative of the future business and operational landscape, including business process procedures and roles, likely workload stress, operating systems, necessary application software, database management systems, and network and computing infrastructure found in the production environment."
