Cobit Code,Cobit omschrijving,Cobit Vraag,AFM eigenaar,Secundair,Legenda,
"BAI06.01 Evaluate, prioritise and authorise change requests.","Evaluate all requests for change to determine the impact on business processes and IT services, and to assess whether change will adversely affect the operational environment and introduce unacceptable risk. Ensure that changes are logged, prioritised, categorised, assessed, authorised, planned and scheduled. ",3. Ensure that changes conform with the information security policy. ,ISO1,,,
"BAI06.01 Evaluate, prioritise and authorise change requests.","Evaluate all requests for change to determine the impact on business processes and IT services, and to assess whether change will adversely affect the operational environment and introduce unacceptable risk. Ensure that changes are logged, prioritised, categorised, assessed, authorised, planned and scheduled. ",4. Develop practices to consider the information security impact of emerging trends and technologies. ,IT,,,
BAI06.02 Manage emergency changes. ,Carefully manage emergency changes to minimise further incidents and make sure the change is controlled and takes place securely. Verify that emergency changes are appropriately assessed and authorised after the change. ,1. Develop measures that will address emergency changes and maintenance without compromising information security. ,IT,,,
BAI06.02 Manage emergency changes. ,Carefully manage emergency changes to minimise further incidents and make sure the change is controlled and takes place securely. Verify that emergency changes are appropriately assessed and authorised after the change. ,"2. To assure proper follow-up, maintain an information risk register when new risk is introduced in an emergency change. ",ISO1,,,
BAI06.03 Track and report change status. ,"Maintain a tracking and reporting system to document rejected changes, communicate the status of approved and in-process changes, and complete changes. Make certain that approved changes are implemented as planned. ",1. Address potential performance and capacity issues resulting from the proposed information security changes. ,ISO1,,,
BAI06.04 Close and document the changes. ,"Whenever changes are implemented, update accordingly the solution and user documentation and the procedures affected by the change. ",,,,,
BAI07.01 Establish an implementation plan. ,"Establish an implementation plan that covers system and data conversion, acceptance testing criteria, communication, training, release preparation, promotion to production, early production support, a fallback/backout plan, and a post-implementation review. Obtain approval from relevant parties. ",1. Include information security aspects in the acceptance and transition implementation plan. ,IT,,,
"BAI07.02 Plan business process, system and data conversion.","Prepare for business process, IT service data and infrastructure migration as part of the enterprise’s development methods, including audit trails and a recovery plan should the migration fail. ",,,,,
BAI07.03 Plan acceptance tests. ,"Establish a test plan based on enterprisewide standards that define roles, responsibilities, and entry and exit criteria. Ensure that the plan is approved by relevant parties. ",1. Ensure that information security acceptance tests are part of the test plan. ,IT,,,
BAI07.04 Establish a test environment. ,"Define and establish a secure test environment representative of the planned business process and IT operations environment, performance and capacity, security, internal controls, operational practices, data quality and privacy requirements, and workloads. ","1. Ensure that appropriate information security is in place for the test environment (e.g., anonymise sensitive data). ",IT,P,,
BAI07.05 Perform acceptance tests. ,Test changes independently in accordance with the defined test plan prior to migration to the live operational environment. ,1. Develop and perform information security acceptance tests. ,IT,,,
BAI07.06 Promote to production and manage releases. ,"Promote the accepted solution to the business and operations. Where appropriate, run the solution as a pilot implementation or in parallel with the old solution for a defined period and compare behaviour and results. If significant problems occur, revert back to the original environment based on the fallback/backout plan. Manage releases of solution components. ",1. Ensure that information security is managed during promotion to production and release management. ,IT,,,
BAI07.07 Provide early production support. ,Provide early support to the users and IT operations for an agreed-on period of time to deal with issues and help stabilise the new solution. ,,P,,,
BAI07.08 Perform a post-implementation review. ,"Conduct a post-implementation review to confirm outcome and results, identify lessons learned, and develop an action plan. Evaluate and check the actual performance and outcomes of the new or changed service against the predicted performance and outcomes (i.e., the service expected by the user or customer). ",1. Ensure that information security is included in a post-implementation review. ,IT,,,
BAI08.01 Nurture and facilitate a knowledge-sharing culture.,Devise and implement a scheme to nurture and facilitate a knowledge-sharing culture. ,1. Ensure that the proper measures for data loss prevention are in place. ,P,,,
BAI08.01 Nurture and facilitate a knowledge-sharing culture.,Devise and implement a scheme to nurture and facilitate a knowledge-sharing culture. ,2. Provide awareness training on information security relative to the sharing of information. ,HR,,,
BAI08.01 Nurture and facilitate a knowledge-sharing culture.,Devise and implement a scheme to nurture and facilitate a knowledge-sharing culture. ,3. Incorporate information security considerations into the enterprise information life cycle. ,ISO2,,,
BAI08.02 Identify and classify sources of information. ,"Identify, validate and classify diverse sources of internal and external information required to enable effective use and operation of business processes and IT services. ",1. Support the use and sharing of information relative to its classification and sensitivity. ,ISO2,,,
BAI08.02 Identify and classify sources of information. ,"Identify, validate and classify diverse sources of internal and external information required to enable effective use and operation of business processes and IT services. ",2. Develop a structure for how to categorise systems. ,RM,,,
BAI08.02 Identify and classify sources of information. ,"Identify, validate and classify diverse sources of internal and external information required to enable effective use and operation of business processes and IT services. ",3. Develop a structure for how to classify information. ,RM,,,
BAI08.03 Organise and contextualise information into knowledge.,Organise information based upon classification criteria. Identify and create meaningful relationships between information elements and enable use of information. Identify owners and define and implement levels of access to knowledge resources. ,1. Map roles to knowledge areas and ensure that proper access control is in place for relevant information. ,HR,,,
BAI08.04 Use and share knowledge. ,"Propagate available knowledge resources to relevant stakeholders and communicate how these resources can be used to address different needs (e.g., problem solving, learning, strategic planning and decision making). ",1. Ensure the proper measures for data loss prevention. ,P,,,
BAI08.04 Use and share knowledge. ,"Propagate available knowledge resources to relevant stakeholders and communicate how these resources can be used to address different needs (e.g., problem solving, learning, strategic planning and decision making). ",2. Implement access controls through the use of policies and processes to restrict unauthorised use and sharing of information. ,IT,,,
BAI08.05 Evaluate and retire information. ,Measure the use and evaluate the currency and relevance of information. Retire obsolete information. ,1. Securely dispose of information. Include deletion of traceability (personal data/privacy issues). ,IT,P,,
BAI08.05 Evaluate and retire information. ,Measure the use and evaluate the currency and relevance of information. Retire obsolete information. ,2. Maintain and document a solid/accepted audit trail for information. ,IT,,,
BAI08.05 Evaluate and retire information. ,Measure the use and evaluate the currency and relevance of information. Retire obsolete information. ,3. Align information security measures relevant to classification. ,ISO1,,,
BAI08.05 Evaluate and retire information. ,Measure the use and evaluate the currency and relevance of information. Retire obsolete information. ,4. Develop secure information destruction policies and processes. ,ISO1,,,
BAI09.01 Identify and record current assets. ,Maintain an up-to-date and accurate record of all IT assets required to deliver services and ensure alignment with configuration management and financial management. ,1. Identify dependencies between assets. ,IT,,,
BAI09.01 Identify and record current assets. ,Maintain an up-to-date and accurate record of all IT assets required to deliver services and ensure alignment with configuration management and financial management. ,2. Identify information security requirements for current assets and take into account the dependencies. ,IT,,,
BAI09.01 Identify and record current assets. ,Maintain an up-to-date and accurate record of all IT assets required to deliver services and ensure alignment with configuration management and financial management. ,"3. Address information security for IT assets, data and forms, etc. ",ISO1,,,
BAI09.02 Manage critical assets. ,Identify assets that are critical in providing service capability and take steps to maximise their reliability and availability to support business needs. ,1. Define criticality levels and identify asset criticality in an asset register. ,IT,,,
BAI09.02 Manage critical assets. ,Identify assets that are critical in providing service capability and take steps to maximise their reliability and availability to support business needs. ,2. Enforce information security requirements on assets. ,ISO1,,,
BAI09.03 Manage the asset life cycle. ,Manage assets from procurement to disposal to ensure that assets are utilised as effectively and efficiently as possible and are accounted for and physically protected. ,1. Identify and communicate the risk for information security non-compliance related to the asset life cycle. ,RM,,,
BAI09.03 Manage the asset life cycle. ,Manage assets from procurement to disposal to ensure that assets are utilised as effectively and efficiently as possible and are accounted for and physically protected. ,2. Ensure that information security measures and requirements are met throughout the life cycle. ,ISO1,,,
BAI09.04 Optimise asset costs. ,Regularly review the overall asset base to identify ways to optimise costs and maintain alignment with business needs. ,,,,,
BAI09.05 Manage licences. ,Manage software licences so that the optimal number of licences is maintained to support business requirements and the number of licences owned is sufficient to cover the installed software in use. ,1. Establish a procedure for control of software installations and other IT assets. ,IT,,,
BAI09.05 Manage licences. ,Manage software licences so that the optimal number of licences is maintained to support business requirements and the number of licences owned is sufficient to cover the installed software in use. ,2. Perform regular network checks for unauthorised software. ,IT,,,
BAI10.01 Establish and maintain a configuration model.,"Establish and maintain a logical model of the services, assets and infrastructure and how to record configuration items (CIs) and the relationships amongst them. Include the CIs considered necessary to manage services effectively and to provide a single reliable description of the assets in a service. ",,,,,
BAI10.02 Establish and maintain a configuration repository and baseline.,Establish and maintain a configuration management repository and create controlled configuration baselines. ,"1. Include an information security configuration for configurable items such as servers/hardware, network devices and endpoint devices. ",ISO1,,,
BAI10.02 Establish and maintain a configuration repository and baseline.,Establish and maintain a configuration management repository and create controlled configuration baselines. ,2. Identify information security requirements for current assets and take into account the dependencies. ,ISO1,,,
BAI10.02 Establish and maintain a configuration repository and baseline.,Establish and maintain a configuration management repository and create controlled configuration baselines. ,3. Monitor compliance with established and approved secure configuration baselines and updates. ,ISO1,,,
BAI10.03 Maintain and control configuration items. ,Maintain an up-to-date repository of configuration items by populating with changes. ,,,,,
BAI10.04 Produce status and configuration reports. ,Define and produce configuration reports on status changes of configuration items. ,,,,,
BAI10.05 Verify and review integrity of the configuration repository.,Periodically review the configuration repository and verify completeness and correctness against the desired target. ,,,,,
DSS01.01 Perform operational procedures. ,Maintain and perform operational procedures and operational tasks reliably and consistently. ,1. Verify that relevant information security operational procedures are included in the regular operational procedures. ,IT,,,
DSS01.01 Perform operational procedures. ,Maintain and perform operational procedures and operational tasks reliably and consistently. ,"2. Ensure that the information processing life cycle (receipt, processing, storage and output) incorporates the information security policy and regulatory requirements. ",IT,,,
DSS01.01 Perform operational procedures. ,Maintain and perform operational procedures and operational tasks reliably and consistently. ,"3. Ensure that information security operations are planned, performed and controlled in line with the operational plan. ",ISO1,,,
DSS01.01 Perform operational procedures. ,Maintain and perform operational procedures and operational tasks reliably and consistently. ,4 .Apply information security and access rights to all data. ,IT,,,
DSS01.02 Manage outsourced IT services. ,Manage the operation of outsourced IT services to maintain the protection of enterprise information and reliability of service delivery. ,"1. Ensure and actively monitor third-party compliance with the enterprise information security policies, standards and information security requirements. ",ISO1,,,
DSS01.03 Monitor IT infrastructure. ,"Monitor the IT infrastructure and related events. Store sufficient chronological information in operations logs to enable the reconstruction, review and examination of the time sequences of operations and the other activities surrounding or supporting operations. ","1. Ensure that IT actively monitors information security aspects of IT infrastructure, such as configuration, operations, access and use. ",IT,,,
DSS01.04 Manage the environment. ,Maintain measures for protection against environmental factors. Install specialised equipment and devices to monitor and control the environment. ,1. Ensure that environmental management adheres to information security requirements. ,FB,,,
DSS01.05 Manage facilities. ,"Manage facilities, including power and communications equipment, in line with laws and regulations, technical and business requirements, vendor specifications, and health and safety guidelines. ",1. Ensure that facilities management adheres to information security requirements. ,FB,,,
DSS02.01 Define incident and service request classification schemes.,Define incident and service request classification schemes and models. ,1. Define and communicate the nature and characteristics of potential security-related incidents so they can be easily recognised and their impact understood to enable a commensurate response. ,ISO1,,,
"DSS02.02 Record, classify and prioritise requests and incidents.","Identify, record and classify service requests and incidents, and assign a priority according to business criticality and service agreements. ",1. Maintain a security incident investigation and response procedure. Ensure that measures are in place to protect the confidentiality of information related to security incidents and that all staff are made aware of the procedure. ,B,,,
"DSS02.03 Verify, approve and fulfil service requests. ","Select the appropriate request procedures and verify that the service requests fulfil defined request criteria. Obtain approval, if required, and fulfil the requests. ",,,,,
"DSS02.04 Investigate, diagnose and allocate incidents.","Identify and record incident symptoms, determine possible causes, and allocate for resolution.",1. Maintain a procedure for evidence collection in line with local forensic evidence rules and ensure that all staff are made aware of requirements.,ISO2,,,
DSS02.05 Resolve and recover from incidents.,"Document, apply and test the identified solutions or workarounds and perform recovery actions to restore IT-related service.",1. Define an information security incident response plan.,ISO1,,,
DSS02.06 Close service requests and incidents.,"Verify satisfactory incident resolution and/or request fulfilment, and close.",,,,,
DSS02.07 Track status and produce reports.,"Regularly track, analyse and report incident and request fulfilment trends to provide information for continual improvement.","1. Report the outcome of security incident investigations to appropriate stakeholders, including periodic reports to executive management.",ISO1,,,
DSS02.07 Track status and produce reports.,"Regularly track, analyse and report incident and request fulfilment trends to provide information for continual improvement.","2. Ensure that security incidents and appropriate follow-up actions, including root cause analysis, follow the existing incident and problem management processes.",ISO1,,,
DSS03.01 Identify and classify problems. ,"Define and implement criteria and procedures to report problems identified, including problem classification, categorisation and prioritisation. ","1. Classify, categorise and prioritise information security problems. ",ISO1,,,
DSS03.02 Investigate and diagnose problems. ,Investigate and diagnose problems using relevant subject matter experts to assess and analyse root causes. ,1. Investigate information security problems. ,ISO1,,,
DSS03.03 Raise known errors. ,"As soon as the root causes of problems are identified, create known-error records and an appropriate workaround, and identify potential solutions. ",1. Escalate information security problems as necessary. ,ISO1,,,
DSS03.04 Resolve and close problems. ,"Identify and initiate sustainable solutions addressing the root cause, raising change requests via the established change management process if required to resolve errors. Ensure that the personnel affected are aware of the actions taken and the plans developed to prevent future incidents from occurring. ","1. Conduct root cause analysis, resolve information security problems and update the incident response plan. Track or log information security problems. ",IT,,,
DSS03.05 Perform proactive problem management. ,Collect and analyse operational data (especially incident and change records) to identify emerging trends that may indicate problems. Log problem records to enable assessment. ,1. Conduct and leverage lessons learned. ,IT,,,
"DSS04.01 Define the business continuity policy, objectives and scope.",Define business continuity policy and scope aligned with enterprise and stakeholder objectives. ,1. Ensure that information security is part of the business continuity life cycle. ,BCP,,,
DSS04.02 Maintain a continuity strategy. ,Evaluate business continuity management options and choose a cost-effective and viable continuity strategy that will ensure enterprise recovery and continuity in the face of a disaster or other major incident or disruption. ,1. Include scenarios that take information security into account. ,BCP,,,
DSS04.03 Develop and implement a business continuity response.,Develop a business continuity plan (BCP) based on the strategy that documents the procedures and information in readiness for use in an incident to enable the enterprise to continue its critical activities. ,1. Include information security requirements in the BCP. ,BCP,,,
"DSS04.04 Exercise, test and review the BCP. ",Test the continuity arrangements on a regular basis to exercise the recovery plans against predetermined outcomes and to allow innovative solutions to be developed and help to verify over time that the plan will work as anticipated. ,,,,,
"DSS04.05 Review, maintain and improve the continuity plan.","Conduct a management review of the continuity capability at regular intervals to ensure its continued suitability, adequacy and effectiveness. Manage changes to the plan in accordance with the change control process to ensure that the continuity plan is kept up to date and continually reflects actual business requirements. ",1. Consider information security incidents as important triggers to improve the BCP. ,BCP,,,
DSS04.06 Conduct continuity plan training. ,Provide all concerned internal and external parties with regular training sessions regarding the procedures and their roles and responsibilities in case of disruption. ,,,,,
DSS04.07 Manage backup arrangements. ,Maintain availability of business-critical information. ,1. Ensure that information security requirements are included in the backup and restore arrangements. ,ISO1,,,
DSS04.08 Conduct post-resumption review. ,Assess the adequacy of the BCP following the successful resumption of business processes and services after a disruption. ,1. Ensure that information security is included in a post-resumption review. ,BCP,,,
DSS05.01 Protect against malware. ,"Implement and maintain preventive, detective and to protect information systems and technology from ",1. Communicate malicious software awareness and enforce prevention procedures and responsibilities. ,ISO2,,,
DSS05.01 Protect against malware. ,"Implement and maintain preventive, detective and to protect information systems and technology from ","2. Install and activate malicious software protection tools on all processing facilities, with malicious software definition files that are updated as required ",IT,,,
DSS05.01 Protect against malware. ,"Implement and maintain preventive, detective and to protect information systems and technology from ",3. Distribute all protection software centrally (version and patch-level) using centralised configuration and change management.,IT,,,
DSS05.01 Protect against malware. ,"Implement and maintain preventive, detective and to protect information systems and technology from ",4. Regularly review and evaluate information on new potential threats (e.g. Reviewing vendor products and services security advisories).,ISO1,,,
DSS05.01 Protect against malware. ,"Implement and maintain preventive, detective and to protect information systems and technology from ","5. Filter incoming traffic, such as email and downloads, to protect against unsolicited information (e.g. Spyware, phishing emails).",IT,,,
DSS05.01 Protect against malware. ,"Implement and maintain preventive, detective and to protect information systems and technology from ",6. Conduct periodic training about malware in email and Internet usage. Train users not to install shared or unapproved software. ,ISO2,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,1. Establish and maintain a policy for security of connectivity based on risk assessments and business requirements. ,ISO1,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,2. Allow only authorised devices to have access to corporate information and the enterprise network. Configure these devices to force password entry. ,IT,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,"3. Implement network filtering mechanisms, such as firewalls and intrusion detection software, with appropriate policies to control inbound and outbound traffic. ",IT,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,4. Encrypt information in transit according to its classification. ,IT,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,5. Apply approved security protocols to network connectivity. ,IT,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,6. Configure network equipment in a secure manner. ,IT,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,7. Establish trusted mechanisms to support the secure transmission and receipt of information. ,IT,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,8. Carry out periodic penetration testing to determine adequacy of network protection. ,ISO1,,,
DSS05.02 Manage network and connectivity security.,Use security measures and related management procedures to protect information over all methods of connectivity. ,9. Carry out periodic testing of system security to determine adequacy of system protection. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",1. Configure operating systems in a secure manner. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",2. Implement device lockdown mechanisms. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",3. Encrypt information in storage according to its classification. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",4. Manage remote access and control. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",5. Manage network configuration in a secure manner. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",6. Implement network traffic filtering on endpoint devices. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",7. Protect system integrity. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",8. Provide physical protection of endpoint devices. ,IT,,,
DSS05.03 Manage endpoint security. ,"Ensure that endpoints (e.g., laptop, desktop, server, and other mobile and network devices or software) are secured at a level that is equal to or greater than the defined security requirements of the information processed, stored or transmitted. ",9. Dispose of endpoint devices securely. ,IT,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,"1. Maintain user access rights in accordance with business function and process requirements. Align the management of identities and access rights to the defined roles and responsibilities, based on least-privilege, need-to-have and need-to-know principles. ",IT,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,"2. Uniquely identify all information processing activities by functional roles, co-ordinating with business units to ensure that all roles are consistently defined, including roles that are defined by the business itself within business process applications. ",IT,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,"3. Authenticate all access to information assets based on their security classification, co-ordinating with business units that manage authentication within applications used in business processes to ensure that authentication controls have been properly administered. ",IT,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,"4. Administer all changes to access rights (creation, modifications and deletions) to take effect at the appropriate time, based only on approved and documented transactions authorised by designated management individuals. ",IT,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,5. Segregate and manage privileged user accounts. ,IT,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,6. Perform regular management review of all accounts and related privileges. ,ISO1,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,"7. Ensure that all users (internal, external and temporary) and their activity on IT systems (business application, IT infrastructure, system operations, development and maintenance) are uniquely identifiable. Uniquely identify all information processing activities by user. ",IT,,,
DSS05.04 Manage user identity and logical access. ,Ensure that all users have information access rights in accordance with their business requirements and co-ordinate with business units that manage their own access rights within business processes. ,8. Maintain an audit trail of access to information classified as highly sensitive. ,IT,,,
DSS05.05 Manage physical access to IT assets. ,"Define and implement procedures to grant, limit and revoke access to premises, buildings and areas according to business needs, including emergencies. Access to premises, buildings and areas should be justified, authorised, logged and monitored. This should apply to all persons entering the premises, including staff, temporary staff, clients, vendors, visitors or any other third party. ","1. Manage the requesting and granting of access to the computing facilities. Formal access requests are to be completed and authorised by management of the IT site, and the request records retained. The forms should specifically identify the areas to which the individual is granted access. ",FB,,,
DSS05.05 Manage physical access to IT assets. ,"Define and implement procedures to grant, limit and revoke access to premises, buildings and areas according to business needs, including emergencies. Access to premises, buildings and areas should be justified, authorised, logged and monitored. This should apply to all persons entering the premises, including staff, temporary staff, clients, vendors, visitors or any other third party. ","2. Ensure that access profiles remain current. Base access to IT sites (server rooms, buildings, areas or zones) on job function and responsibilities. ",FB,,,
DSS05.05 Manage physical access to IT assets. ,"Define and implement procedures to grant, limit and revoke access to premises, buildings and areas according to business needs, including emergencies. Access to premises, buildings and areas should be justified, authorised, logged and monitored. This should apply to all persons entering the premises, including staff, temporary staff, clients, vendors, visitors or any other third party. ","3. Log and monitor all entry points to IT sites. Register all visitors, including contractors and vendors, to the site. ",FB,,,
DSS05.05 Manage physical access to IT assets. ,"Define and implement procedures to grant, limit and revoke access to premises, buildings and areas according to business needs, including emergencies. Access to premises, buildings and areas should be justified, authorised, logged and monitored. This should apply to all persons entering the premises, including staff, temporary staff, clients, vendors, visitors or any other third party. ",4. Instruct all personnel to display visible identification at all times. Prevent the issuance of identity cards or badges without proper authorisation. ,FB,,,
DSS05.05 Manage physical access to IT assets. ,"Define and implement procedures to grant, limit and revoke access to premises, buildings and areas according to business needs, including emergencies. Access to premises, buildings and areas should be justified, authorised, logged and monitored. This should apply to all persons entering the premises, including staff, temporary staff, clients, vendors, visitors or any other third party. ","5. Require visitors to be escorted at all times while on-site. If an unaccompanied, unfamiliar individual who is not wearing staff identification is identified, alert security personnel. ",FB,,,
DSS05.05 Manage physical access to IT assets. ,"Define and implement procedures to grant, limit and revoke access to premises, buildings and areas according to business needs, including emergencies. Access to premises, buildings and areas should be justified, authorised, logged and monitored. This should apply to all persons entering the premises, including staff, temporary staff, clients, vendors, visitors or any other third party. ","6. Restrict access to sensitive IT sites by establishing perimeter restrictions, such as fences, walls and security devices on interior and exterior doors. Ensure that the devices record entry and trigger an alarm in the event of unauthorised access. Examples of such devices include badges or key cards, keypads, closed-circuit television and biometric scanners. ",FB,,,
DSS05.05 Manage physical access to IT assets. ,"Define and implement procedures to grant, limit and revoke access to premises, buildings and areas according to business needs, including emergencies. Access to premises, buildings and areas should be justified, authorised, logged and monitored. This should apply to all persons entering the premises, including staff, temporary staff, clients, vendors, visitors or any other third party. ",7. Conduct regular physical security awareness training. ,FB,,,
DSS05.06 Manage sensitive documents and output devices.,"Establish appropriate physical safeguards, accounting practices and inventory management over sensitive IT assets, such as special forms, negotiable instruments, special-purpose printers or security tokens. ","1. Establish procedures to govern the receipt, use, removal and disposal of special forms and output devices into, within and outside of the enterprise. ",ISO2,,,
DSS05.06 Manage sensitive documents and output devices.,"Establish appropriate physical safeguards, accounting practices and inventory management over sensitive IT assets, such as special forms, negotiable instruments, special-purpose printers or security tokens. ","2. Assign access privileges to sensitive documents and output devices based on the least-privilege principle, balancing risk and business requirements. ",FB,,,
DSS05.06 Manage sensitive documents and output devices.,"Establish appropriate physical safeguards, accounting practices and inventory management over sensitive IT assets, such as special forms, negotiable instruments, special-purpose printers or security tokens. ","3. Establish an inventory of sensitive documents and output devices, and conduct regular reconciliations. ",FB,,,
DSS05.06 Manage sensitive documents and output devices.,"Establish appropriate physical safeguards, accounting practices and inventory management over sensitive IT assets, such as special forms, negotiable instruments, special-purpose printers or security tokens. ",4. Establish appropriate physical safeguards over special forms and sensitive devices. ,FB,,,
DSS05.06 Manage sensitive documents and output devices.,"Establish appropriate physical safeguards, accounting practices and inventory management over sensitive IT assets, such as special forms, negotiable instruments, special-purpose printers or security tokens. ","5. Destroy sensitive information and protect output devices (e.g., degaussing of electronic media, physical destruction of memory devices, making shredders or locked paper baskets available to destroy special forms and other confidential papers). ",FB,,,
DSS05.07 Monitor the infrastructure for security-related events.,"Using intrusion detection tools, monitor the infrastructure for unauthorised access and ensure any events are integrated with general event monitoring and incident management. ","1. Log security-related events reported by infrastructure security monitoring tools, identifying the level of information to be recorded based on a consideration of risk and retain them for an appropriate period to assist in future investigations. ",IT,,,
DSS05.07 Monitor the infrastructure for security-related events.,"Using intrusion detection tools, monitor the infrastructure for unauthorised access and ensure any events are integrated with general event monitoring and incident management. ",2. Define and communicate the nature and characteristics of potential security-related incidents so they can be easily recognised and their impacts understood to enable a commensurate response. ,ISO1,,,
DSS05.07 Monitor the infrastructure for security-related events.,"Using intrusion detection tools, monitor the infrastructure for unauthorised access and ensure any events are integrated with general event monitoring and incident management. ",3. Regularly review the event logs for potential incidents. ,IT,,,
DSS05.07 Monitor the infrastructure for security-related events.,"Using intrusion detection tools, monitor the infrastructure for unauthorised access and ensure any events are integrated with general event monitoring and incident management. ",4. Maintain a procedure for evidence collection in line with local forensic evidence rules and ensure that all staff are made aware of the requirements. ,ISO1,,,
DSS05.07 Monitor the infrastructure for security-related events.,"Using intrusion detection tools, monitor the infrastructure for unauthorised access and ensure any events are integrated with general event monitoring and incident management. ",5. Ensure that security incident tickets are created in a timely manner when monitoring identifies potential security incidents. ,B,,,
DSS06.01 Align control activities embedded in business processes with enterprise objectives. ,"Continually assess and monitor the execution of the business process activities and related controls, based on enterprise risk, to ensure that the processing controls are aligned with business needs. ","1. Identify and prioritise information security processes in line with business risk, compliance, etc. ",RM,,,
DSS06.01 Align control activities embedded in business processes with enterprise objectives. ,"Continually assess and monitor the execution of the business process activities and related controls, based on enterprise risk, to ensure that the processing controls are aligned with business needs. ","2. Identify specific operational information security requirements (e.g., compliance). ",RM,,,
DSS06.01 Align control activities embedded in business processes with enterprise objectives. ,"Continually assess and monitor the execution of the business process activities and related controls, based on enterprise risk, to ensure that the processing controls are aligned with business needs. ",3. Identify and implement needed application controls. ,IAD,,,
DSS06.02 Control the processing of information. ,"Operate the execution of the business process activities and related controls, based on enterprise risk, to ensure that information processing is valid, complete, accurate, timely, and secure (i.e., reflects legitimate and authorised business use). ",,,,,
"DSS06.03 Manage roles, responsibilities, access privileges and levels of authority.","Manage the business roles, responsibilities, levels of authority and segregation of duties needed to support the business process objectives. Authorise access to any information assets related to business information processes, including those under the custody of the business, IT and third parties. This ensures that the business knows where the data are and who is handling data on its behalf. ","1. Manage roles, responsibilities, access privileges and levels of authority for information. ",ISO2,,,
"DSS06.03 Manage roles, responsibilities, access privileges and levels of authority.","Manage the business roles, responsibilities, levels of authority and segregation of duties needed to support the business process objectives. Authorise access to any information assets related to business information processes, including those under the custody of the business, IT and third parties. This ensures that the business knows where the data are and who is handling data on its behalf. ",2. Allocate access rights on need-to-know and least-privilege principles and job requirements. ,P,,,
