practice_id,activity
BAI01.12,"2. Identify required skills and time requirements for all individuals involved in the project phases in relation to defined roles. Staff the roles based on available skills information (e.g., IT skills matrix)."
BAI01.12,"3. Utilise experienced project management and team leader resources with skills appropriate to the size, complexity and risk of the project."
BAI01.12,"4. Consider and clearly define the roles and responsibilities of other involved parties, including finance, legal, procurement, HR, internal audit and compliance."
BAI01.12,"5. Clearly define and agree on the responsibility for procurement and management of third-party products and services, and manage the relationships."
BAI01.12,6. Identify and authorise the execution of the work according to the project plan.
BAI01.12,7. Identify project plan gaps and provide feedback to the project manager to remediate.
BAI01.13,"1. Define and apply key steps for project closure, including post-implementation reviews that assess whether a project attained desired results and benefits."
BAI01.13,2. Plan and execute post-implementation reviews to determine whether projects delivered expected benefits and to improve the project management and system development process methodology.
BAI01.13,"3. Identify, assign, communicate and track any uncompleted activities required to achieve planned programme project results and benefits."
BAI01.13,"4. Regularly, and upon completion of the project, collect from the project participants the lessons learned. Review them and key activities that led to delivered benefits and value. Analyse the data and make recommendations for improving the current project as well as project management method for future projects."
BAI01.13,5. Obtain stakeholder acceptance of project deliverables and transfer ownership.
BAI01.14,"1. Bring the programme to an orderly closure, including formal approval, disbanding of the programme organisation and supporting function, validation of deliverables, and communication of retirement."
BAI01.14,"2. Review and document lessons learned. Once the programme is retired, remove it from the active investment portfolio."
BAI01.14,"3. Put accountability and processes in place to ensure that the enterprise continues to optimise value from the service, asset or resources. Additional investments may be required at some future time to ensure that this occurs."
BAI02.01,"1. Define and implement a requirements definition and maintenance procedure and a requirements repository that are appropriate for the size, complexity, objectives and risk of the initiative that the enterprise is considering undertaking."
BAI02.01,2. Express business requirements in terms of how the gap between current and desired business capabilities needs to be addressed and how a role will interact with and use the solution.
BAI02.01,"3. Throughout the project, elicit, analyse and confirm that all stakeholder requirements, including relevant acceptance criteria, are considered, captured, prioritised and recorded in a way that is understandable to the stakeholders, business sponsors and technical implementation personnel, recognising that the requirements may change and will become more detailed as they are implemented."
BAI02.01,"4. Specify and prioritise the information, functional and technical requirements based on the confirmed stakeholder requirements. Include information control requirements in the business processes, automated processes and IT environments to address information risk and to comply with laws, regulations and commercial contracts."
BAI02.01,"5. Validate all requirements through approaches such as peer review, model validation or operational prototyping."
BAI02.01,"6. Confirm acceptance of key aspects of the requirements, including enterprise rules, information controls, business continuity, legal and regulatory compliance, auditability, ergonomics, operability and usability, safety, and supporting documentation."
BAI02.01,"7. Track and control scope, requirements and changes through the life cycle of the solution throughout the project as understanding of the solution evolves."
BAI02.01,"8. Consider requirements relating to enterprise policies and standards, enterprise architecture, strategic and tactical IT plans, in-house and outsourced business and IT processes, security requirements, regulatory requirements, people competencies, organisational structure, business case, and enabling technology."
BAI02.02,"1. Define and execute a feasibility study, pilot or basic working solution that clearly and concisely describes the alternative solutions that will satisfy the business and functional requirements. Include an evaluation of their technological and economic feasibility."
BAI02.02,"2. Identify required actions for solution acquisition or development based on the enterprise architecture, and take into account scope and/or time and/or budget limitations."
BAI02.02,"3. Review the alternative solutions with all stakeholders and select the most appropriate one based on feasibility criteria, including risk and cost."
BAI02.02,4. Translate the preferred course of action into a high-level acquisition/development plan identifying resources to be used and stages requiring a go/no-go decision.
BAI02.03,"1. Involve the stakeholders to create a list of potential quality, functional, and technical requirements and risk related to information processing (due to, e.g., lack of user involvement, unrealistic expectations, developers adding unnecessary functionality)."
BAI02.03,"2. Analyse and prioritise the requirements risk according to probability and impact. If applicable, determine budget and schedule impacts."
BAI02.03,"3. Identify ways to control, avoid or mitigate the requirements risk in order of priority."
BAI02.04,"1. Ensure that the business sponsor or product owner makes the final decision with respect to the choice of solution, acquisition approach and high-level design, according to the business case. Co-ordinate feedback from affected stakeholders and obtain sign-off from appropriate business and technical authorities (e.g., business process owner, enterprise architect, operations manager, security) for the proposed approach."
BAI02.04,"2. Obtain quality reviews throughout, and at the end of, each key project stage, iteration or release to assess the results against the original acceptance criteria. Have business sponsors and other stakeholders sign off on each successful quality review."
BAI03.01,"1. Establish a high-level design specification that translates the proposed solution into business processes, supporting services, applications, infrastructure, and information repositories capable of meeting business and enterprise architecture requirements."
BAI03.01,2. Involve appropriately qualified and experienced users and IT specialists in the design process to make sure that the design provides a solution that optimally uses the proposed IT capabilities to enhance the business process.
BAI03.01,"3. Create a design that is compliant with the organisation’s design standards, at a level of detail that is appropriate for the solution and development method and consistent with business, enterprise and IT strategies, the enterprise architecture, security plan, and applicable laws, regulations and contracts."
BAI03.01,"4. After quality assurance approval, submit the final high-level design to the project stakeholders and the sponsor/business process owner, for approval based on agreed-on criteria. This design will evolve throughout the project as understanding grows."
BAI03.02,"1. Design progressively the business process activities and work flows that need to be performed in conjunction with the new application system to meet the enterprise objectives, including the design of the manual control activities."
BAI03.02,"2. Design the application processing steps, including specification of transaction types and business processing rules, automated controls, data definitions/business objects, use cases, external interfaces, design constraints, and other requirements (e.g., licensing, legal, standards and internationalisation/localisation)."
BAI03.02,"3. Classify data inputs and outputs according to enterprise architecture standards. Specify the source data collection design, documenting the data inputs (regardless of source) and validation for processing transactions as well as the methods for validation. Design the identified outputs, including data sources."
BAI03.02,"4. Design system/solution interface, including any automated data exchange."
BAI03.02,"5. Design data storage, location, retrieval and recoverability."
BAI03.02,"6. Design appropriate redundancy, recovery and backup."
BAI03.02,7. Design the interface between the user and the system application so that it is easy to use and self-documenting.
BAI03.02,"8. Consider the impact of the solution’s need for infrastructure performance, being sensitive to the number of computing assets, bandwidth intensity and time sensitivity of the information."
BAI03.02,"9. Proactively evaluate for design weaknesses (e.g., inconsistencies, lack of clarity, potential flaws) throughout the life cycle, identifying improvements when required."
BAI03.02,10. Provide an ability to audit transactions and identify root causes of processing errors.
BAI03.03,"1. Develop business processes, supporting services, applications and infrastructure, and information repositories based on agreed-on specifications and business, functional and technical requirements."
BAI03.03,"2. When third-party providers are involved with the solution development, ensure that maintenance, support, development standards and licensing are addressed and adhered to in contractual obligations."
BAI03.03,"3. Track change requests and design, performance and quality reviews, ensuring active participation of all impacted stakeholders."
BAI03.03,4. Document all solution components according to defined standards and maintain version control over all developed components and associated documentation.
BAI03.03,"5. Assess the impact of solution customisation and configuration on the performance and efficiency of acquired solutions and on inter-operability with existing applications, operating systems and other infrastructure. Adapt business processes as required to leverage the application capability."
BAI03.03,6. Ensure that responsibilities for using high security or restricted access infrastructure components are clearly defined and understood by those who develop and integrate infrastructure components. Their use should be monitored and evaluated.
BAI03.04,"1. Create and maintain a plan for the acquisition of solution components, considering future flexibility for capacity additions, transition costs, risk and upgrades over the lifetime of the project."
BAI03.04,"2. Review and approve all acquisition plans, considering risk, costs, benefits and technical conformance with enterprise architecture standards."
BAI03.04,3. Assess and document the degree to which acquired solutions require adaptation of business process to leverage the benefits of the acquired solution.
BAI03.04,4. Follow required approvals at key decision points during the procurement processes.
BAI03.04,5. Record receipt of all infrastructure and software acquisitions in an asset inventory.
BAI03.05,"1. Integrate and configure business and IT solution components and information repositories in line with detailed specifications and quality requirements. Consider the role of users, business stakeholders and the process owner in the configuration of business processes."
BAI03.05,"2. Complete and update business process and operational manuals, where necessary, to account for any customisation or special conditions unique to the implementation."
BAI03.05,"3. Consider all relevant information control requirements in solution component integration and configuration, including implementation of business controls, where appropriate, into automated application controls such that processing is accurate, complete, timely, authorised and auditable."
BAI03.05,4. Implement audit trails during configuration and integration of hardware and infrastructural software to protect resources and ensure availability and integrity.
BAI03.05,5. Consider when the effect of cumulative customisations and configurations (including minor changes that were not subjected to formal design specifications) require a high-level reassessment of the solution and associated functionality.
BAI03.05,"6. Ensure the interoperability of solution components with supporting tests, preferably automated."
BAI03.05,7. Configure acquired application software to meet business processing requirements.
BAI03.05,8. Define service catalogues for relevant internal and external target groups based on business requirements.
BAI03.06,"1. Define a QA plan and practices including, e.g., specification of quality criteria, validation and verification processes, definition of how quality will be reviewed, necessary qualifications of quality reviewers, and roles and responsibilities for the achievement of quality."
BAI03.06,"2. Frequently monitor the solution quality based on project requirements, enterprise policies, adherence to development methodologies, quality management procedures and acceptance criteria."
BAI03.06,"3. Employ code inspection, test-driven development practices, automated testing, continuous integration, walk-throughs and testing of applications as appropriate. Report on outcomes of the monitoring process and testing to the application software development team and IT management."
BAI03.06,"4. Monitor all quality exceptions and address all corrective actions. Maintain a record of all reviews, results, exceptions and corrections. Repeat quality reviews, where appropriate, based on the amount of rework and corrective action."
BAI03.07,1. Create an integrated test plan and practices commensurate with the enterprise environment and strategic technology plans that will enable the creation of suitable testing and simulation environments to help verify that the solution will operate successfully in the live environment and deliver the intended results and that controls are adequate.
BAI03.07,"2. Create a test environment that supports the full scope of the solution and reflects, as closely as possible, real-world conditions, including the business processes and procedures, range of users, transaction types, and deployment conditions."
BAI03.07,"3. Create test procedures that align with the plan and practices and allow evaluation of the operation of the solution in real-world conditions. Ensure that the test procedures evaluate the adequacy of the controls, based on enterprisewide standards that define roles, responsibilities and testing criteria, and are approved by project stakeholders and the sponsor/business process owner."
BAI03.08,"1. Undertake testing of solutions and their components in accordance with the testing plan. Include testers independent from the solution team, with representative business process owners and end users. Ensure that testing is conducted only within the development and test environments."
BAI03.08,"2. Use clearly defined test instructions, as defined in the test plan, and consider the appropriate balance between automated scripted tests and interactive user testing."
BAI03.08,"3. Undertake all tests in accordance with the test plan and practices including the integration of business processes and IT solution components and of non-functional requirements (e.g., security, interoperability, usability)."
BAI03.08,"4. Identify, log and classify (e.g., minor, significant and mission-critical) errors during testing. Repeat tests until all significant errors have been resolved. Ensure that an audit trail of test results is maintained."
BAI03.08,5. Record testing outcomes and communicate results of testing to stakeholders in accordance with the test plan.
BAI03.09,"1. Assess the impact of all solution change requests on the solution development, the original business case and the budget, and categorise and prioritise them accordingly."
BAI03.09,"2. Track changes to requirements, enabling all stakeholders to monitor, review and approve the changes. Ensure that the outcomes of the change process are fully understood and agreed on by all the stakeholders and the sponsor/business process owner."
BAI03.09,"3. Apply change requests, maintaining the integrity of integration and configuration of solution components. Assess the impact of any major solution upgrade and classify it according to agreed-on objective criteria (such as enterprise requirements), based on the outcome of analysis of the risk involved (such as impact on existing systems and processes or security), cost-benefit justification and other requirements."
BAI03.10,"1. Develop and execute a plan for the maintenance of solution components that includes periodic reviews against business needs and operational requirements such as patch management, upgrade strategies, risk, vulnerabilities assessment and security requirements."
BAI03.10,"2. Assess the significance of a proposed maintenance activity on current solution design, functionality and/or business processes. Consider risk, user impact and resource availability. Ensure that the business process owners understand the effect of designating changes as maintenance."
BAI03.10,"3. In the event of major changes to existing solutions that result in significant change in current designs and/or functionality and/or business processes, follow the development process used for new systems. For maintenance updates, use the change management process."
BAI03.10,"4. Ensure that the pattern and volume of maintenance activities are analysed periodically for abnormal trends indicating underlying quality or performance problems, cost/benefit of major upgrade, or replacement in lieu of maintenance."
BAI03.10,"5. For maintenance updates, use the change management process to control all maintenance requests."
BAI03.11,1. Propose definitions of the new or changed IT services to ensure that the services are fit for purpose. Document the proposed service definitions in the portfolio list of services to be developed.
BAI03.11,"2. Propose new or changed service level options (service times, user satisfaction, availability, performance, capacity, security, continuity, compliance and usability) to ensure that the IT services are fit for use. Document the proposed service options in the portfolio."
BAI03.11,3. Interface with business relationship management and portfolio management to agree on the proposed service definitions and service level options.
BAI03.11,"4. If service change falls within agreed-on approval authority, build the new or changed IT services or service level options. Otherwise, pass the service change to portfolio management for investment review."
BAI04.01,"1. Consider the following (current and forecasted) in the assessment of availability, performance and capacity of services and resources: customer requirements, business priorities, business objectives, budget impact, resource utilisation, IT capabilities and industry trends."
BAI04.01,"2. Monitor actual performance and capacity usage against defined thresholds, supported where necessary with automated software."
BAI04.01,3. Identify and follow up on all incidents caused by inadequate performance or capacity.
BAI04.01,"4. Regularly evaluate the current levels of performance for all processing levels (business demand, service capacity and resource capacity) by comparing them against trends and SLAs, taking into account changes in the environment."
BAI04.02,1. Identify only those solutions or services that are critical in the availability and capacity management process.
BAI04.02,2. Map the selected solutions or services to application(s) and infrastructure (IT and facility) on which they depend to enable a focus on critical resources for availability planning.
BAI04.02,3. Collect data on availability patterns from logs of past failures and performance monitoring. Use modelling tools that help predict failures based on past usage trends and management expectations of new environment or user conditions.
BAI04.02,"4. Create scenarios based on the collected data, describing future availability situations to illustrate a variety of potential capacity levels needed to achieve the availability performance objective."
BAI04.02,5. Determine the likelihood that the availability performance objective will not be achieved based on the scenarios.
BAI04.02,"6. Determine the impact of the scenarios on the business performance measures (e.g., revenue, profit, customer services). Engage the business line, functional (especially finance) and regional leaders to understand their evaluation of impact."
BAI04.02,"7. Ensure that business process owners fully understand and agree to the results of this analysis. From the business owners, obtain a list of unacceptable risk scenarios that require a response to reduce risk to acceptable levels."
BAI04.03,1. Review availability and capacity implications of service trend analysis.
BAI04.03,"2. Identify availability and capacity implications of changing business needs and improvement opportunities. Use modelling techniques to validate availability, performance and capacity plans."
BAI04.03,3. Prioritise needed improvements and create cost-justifiable availability and capacity plans.
BAI04.03,"4. Adjust the performance and capacity plans and SLAs based on realistic, new, proposed and/or projected business processes and supporting services, applications and infrastructure changes as well as reviews of actual performance and capacity usage, including workload levels."
BAI04.03,5. Ensure that management performs comparisons of actual demand on resources with forecasted supply and demand to evaluate current forecasting techniques and make improvements where possible.
BAI04.04,"1. Establish a process for gathering data to provide management with monitoring and reporting information for availability, performance and capacity workload of all information-related resources."
BAI04.04,2. Provide regular reporting of the results in an appropriate form for review by IT and business management and communication to enterprise management.
BAI04.04,"3. Integrate monitoring and reporting activities in the iterative capacity management activities (monitoring, analysis, tuning and implementations)."
BAI04.04,4. Provide capacity reports to the budgeting processes.
BAI04.05,1. Obtain guidance from vendor product manuals to ensure an appropriate level of performance availability for peak processing and workloads.
BAI04.05,"2. Identify performance and capacity gaps based on monitoring current and forecasted performance. Use the known availability, continuity and recovery specifications to classify resources and allow prioritisation."
BAI04.05,"3. Define corrective actions (e.g., shifting workload, prioritising tasks or adding resources, when performance and capacity issues are identified)."
BAI04.05,4. Integrate required corrective actions into the appropriate planning and change management processes.
BAI04.05,5. Define an escalation procedure for swift resolution in case of emergency capacity and performance problems.
BAI05.01,"1. Assess the scope and impact of the envisioned change, the various stakeholders who are affected, the nature of the impact on and involvement required from each stakeholder group, and the current readiness and ability to adopt the change."
BAI05.01,"2. Identify, leverage and communicate current pain points, negative events, risk, customer dissatisfaction and business problems, as well as initial benefits, future opportunities and rewards, and competitor advantages, as a foundation for establishing the desire to change."
BAI05.01,3. Issue key communications from the executive committee or CEO to demonstrate the commitment to the change.
BAI05.01,"4. Provide visible leadership from senior management to establish direction and to align, motivate and inspire stakeholders to desire the change."
BAI05.02,"1. Identify and assemble an effective core implementation team that includes appropriate members from business and IT with the capacity to spend the required amount of time and contribute knowledge and expertise, experience, credibility and authority. Consider including external parties such as consultants to provide an independent view or to address skill gaps. Identify potential change agents within different parts of the enterprise with whom the core team can work to support the vision and cascade changes down."
BAI05.02,2. Create trust within the core implementation team through carefully planned events with effective communication and joint activities.
BAI05.02,3. Develop a common vision and goals that support the enterprise objectives.
BAI05.03,"1. Develop a vision communication plan to address the core audience groups, their behavioural profiles and information requirements, communication channels, and principles."
BAI05.03,2. Deliver the communication at appropriate levels of the enterprise in accordance with the plan.
BAI05.03,3. Reinforce the communication through multiple forums and repetition.
BAI05.03,4. Check understanding of the desired vision and respond to any issues highlighted by staff.
BAI05.03,5. Make all levels of leadership accountable for demonstrating the vision.
BAI05.04,"1. Identify organisational structures compatible with the vision; if required, make changes to ensure alignment."
BAI05.04,2. Plan the training staff needs to develop the appropriate skills and attitudes to feel empowered.
BAI05.04,"3. Align HR processes and measurement systems (e.g., performance evaluation, compensation decisions, promoting decisions, recruiting and hiring) to support the vision."
BAI05.04,4. Identify and manage leaders who continue to resist needed change.
BAI05.04,"5. Identify, prioritise and deliver opportunities for quick wins. These could be related to current known areas of difficulty or external factors that need to be addressed urgently."
BAI05.04,"6. Leverage delivered quick wins by communicating the benefits to those impacted to show the vision is on track. Fine-tune the vision, keep leaders on board and build momentum."
BAI05.05,"1. Develop a plan for operation and use of the change that communicates and builds on realised quick wins, addresses behavioural and cultural aspects of the broader transition, and increases buy-in and engagement. Ensure that the plan covers a holistic view of the change and provides documentation (e.g., procedures), mentoring, training, coaching, knowledge transfer, enhanced immediate post-go-live support and ongoing support."
BAI05.05,"2. Implement the operation and use plan. Define and track success measures, including hard business measures and perception measures that indicate how people feel about a change, taking remedial action as necessary."
BAI05.06,1. Celebrate successes and implement reward and recognition programmes to reinforce the change.
BAI05.06,2. Use performance measurement systems to identify root causes for low adoption and take corrective action.
BAI05.06,3. Make process owners accountable for normal day-to-day operations.
BAI05.06,4. Conduct compliance audits to identify root causes for low adoption and recommend corrective action.
BAI05.06,5. Provide ongoing awareness through regular communication of the change and its adoption.
BAI05.07,"1. Provide mentoring, training, coaching and knowledge transfer to new staff to sustain the change."
BAI05.07,2. Sustain and reinforce the change through regular communication demonstrating top management commitment.
BAI05.07,3. Perform periodic reviews of the operation and use of the change and identify improvements.
BAI05.07,4. Capture lessons learned relating to implementation of the change and share knowledge across the enterprise.
BAI06.01,"1. Use formal change requests to enable business process owners and IT to request changes to business process, infrastructure, systems or applications. Make sure that all such changes arise only through the change request management process."
BAI06.01,"2. Categorise all requested changes (e.g., business process, infrastructure, operating systems, networks, application systems, purchased/packaged application software) and relate affected configuration items."
BAI06.01,"3. Prioritise all requested changes based on the business and technical requirements, resources required, and the legal, regulatory and contractual reasons for the requested change."
BAI06.01,"4. Plan and evaluate all requests in a structured fashion. Include an impact analysis on business process, infrastructure, systems and applications, business continuity plans (BCPs) and service providers to ensure that all affected components have been identified. Assess the likelihood of adversely affecting the operational environment and the risk of implementing the change. Consider security, legal, contractual and compliance implications of the requested change. Consider also inter-dependencies amongst changes. Involve business process owners in the assessment process, as appropriate."
BAI06.01,"5. Formally approve each change by business process owners, service managers and IT technical stakeholders, as appropriate. Changes that are low-risk and relatively frequent should be pre-approved as standard changes."
BAI06.01,6. Plan and schedule all approved changes.
BAI06.01,"7. Consider the impact of contracted services providers (e.g., of outsourced business processing, infrastructure, application development and shared services) on the change management process, including integration of organisational change management processes with change management processes of service providers and the impact on contractual terms and SLAs."
BAI06.02,"1. Ensure that a documented procedure exists to declare, assess, give preliminary approval, authorise after the change and record an emergency change."
BAI06.02,"2. Verify that all emergency access arrangements for changes are appropriately authorised, documented and revoked after the change has been applied."
BAI06.02,"3. Monitor all emergency changes, and conduct post-implementation reviews involving all concerned parties. The review should consider and initiate corrective actions based on root causes such as problems with business process, application system development and maintenance, development and test environments, documentation and manuals, and data integrity."
BAI06.02,4. Define what constitutes an emergency change.
BAI06.03,"1. Categorise change requests in the tracking process (e.g., rejected, approved but not yet initiated, approved and in process, and closed)."
BAI06.03,"2. Implement change status reports with performance metrics to enable management review and monitoring of both the detailed status of changes and the overall state (e.g., aged analysis of change requests). Ensure that status reports form an audit trail so changes can subsequently be tracked from inception to eventual disposition."
BAI06.03,"3. Monitor open changes to ensure that all approved changes are closed in a timely fashion, depending on priority."
BAI06.03,4. Maintain a tracking and reporting system for all change requests.
BAI06.04,"1. Include changes to documentation (e.g., business and IT operational procedures, business continuity and disaster recovery documentation, configuration information, application documentation, help screens, and training materials) within the change management procedure as an integral part of the change."
BAI06.04,2. Define an appropriate retention period for change documentation and pre- and post-change system and user documentation.
BAI06.04,3. Subject documentation to the same level of review as the actual change.
BAI07.01,"1. Create an implementation plan that reflects the broad implementation strategy, the sequence of implementation steps, resource requirements, inter-dependencies, criteria for management acceptance of the production implementation, installation verification requirements, transition strategy for production support, and update of BCPs."
BAI07.01,"2. Confirm that all implementation plans are approved by technical and business stakeholders and reviewed by internal audit, as appropriate."
BAI07.01,3. Obtain commitment from external solution providers to their involvement in each step of the implementation.
BAI07.01,4. Identify and document the fallback and recovery process.
BAI07.01,5. Formally review the technical and business risk associated with implementation and ensure that the key risk is considered and addressed in the planning process.
BAI07.02,"1. Define a business process, IT: service data and infrastructure migration plan. Consider, for example, hardware, networks, operating systems, software, transaction data, master files, backups and archives, interfaces with other systems (both internal and external), possible compliance requirements, business procedures, and system documentation, in the development of the plan."
BAI07.02,"2. Consider all necessary adjustments to procedures, including revised roles and responsibilities and control procedures, in the business process conversion plan."
BAI07.02,"3. Incorporate in the data conversion plan methods for collecting, converting and verifying data to be converted, and identifying and resolving any errors found during conversion. Include comparing the original and converted data for completeness and integrity."
BAI07.02,"4. Confirm that the data conversion plan does not require changes in data values unless absolutely necessary for business reasons. Document changes made to data values, and secure approval from the business process data owner."
BAI07.02,5. Rehearse and test the conversion before attempting a live conversion.
BAI07.02,"6. Consider the risk of conversion problems, business continuity planning, and fallback procedures in the business process, data and infrastructure migration plan where there are risk management, business needs or regulatory/compliance requirements."
BAI07.02,"7. Co-ordinate and verify the timing and completeness of the conversion cutover so there is a smooth, continuous transition with no loss of transaction data. Where necessary, in the absence of any other alternative, freeze live operations."
BAI07.02,8. Plan to back up all systems and data taken at the point prior to conversion. Maintain audit trails to enable the conversion to be retraced and ensure that there is a recovery plan covering rollback of migration and fallback to previous processing should the migration fail.
BAI07.02,9. Plan retention of backup and archived data to conform to business needs and regulatory or compliance requirements.
BAI07.03,"1. Develop and document the test plan, which aligns to the programme and project quality plan and relevant organisational standards. Communicate and consult with appropriate business process owners and IT stakeholders."
BAI07.03,"2. Ensure that the test plan reflects an assessment of risk from the project and that all functional and technical requirements are tested. Based on assessment of the risk of system failure and faults on implementation, the plan should include requirements for performance, stress, usability, pilot and security testing."
BAI07.03,"3. Ensure that the test plan addresses the potential need for internal or external accreditation of outcomes of the test process (e.g., financial regulatory requirements)."
BAI07.03,"4. Ensure that the test plan identifies necessary resources to execute testing and evaluate the results. Examples of resources include construction of test environments and use of staff time for the test group, including potential temporary replacement of test staff in the production or development environments. Ensure that stakeholders are consulted on the resource implications of the test plan."
BAI07.03,"5. Ensure that the test plan identifies testing phases appropriate to the operational requirements and environment. Examples of such testing phases include unit test, system test, integration test, user acceptance test, performance test, stress test, data conversion test, security test, operational readiness test, and backup and recovery tests."
BAI07.03,"6. Confirm that the test plan considers test preparation (including site preparation), training requirements, installation or an update of a defined test environment, planning/performing/documenting/retaining test cases, error and problem handling, correction and escalation, and formal approval."
BAI07.03,"7. Ensure that the test plan establishes clear criteria for measuring the success of undertaking each testing phase. Consult the business process owners and IT stakeholders in defining the success criteria. Determine that the plan establishes remediation procedures when the success criteria are not met (e.g., in a case of significant failures in a testing phase, the plan provides guidance on whether to proceed to the next phase, stop testing or postpone implementation)."
BAI07.03,"8. Confirm that all test plans are approved by stakeholders, including business process owners and IT, as appropriate. Examples of such stakeholders are application development managers, project managers and business process end users."
BAI07.04,"1. Create a database of test data that are representative of the production environment. Sanitise data used in the test environment from the production environment according to business needs and organisational standards (e.g., consider whether compliance or regulatory requirements oblige the use of sanitised data)."
BAI07.04,"2. Protect sensitive test data and results against disclosure, including access, retention, storage and destruction. Consider the effect of interaction of organisational systems with those of third parties."
BAI07.04,"3. Put in place a process to enable proper retention or disposal of test results, media and other associated documentation to enable adequate review and subsequent analysis as required by the test plan. Consider the effect of regulatory or compliance requirements."
BAI07.04,"4. Ensure that the test environment is representative of the future business and operational landscape, including business process procedures and roles, likely workload stress, operating systems, necessary application software, database management systems, and network and computing infrastructure found in the production environment."
BAI07.04,5. Ensure that the test environment is secure and incapable of interacting with production systems.
BAI07.05,"1. Review the categorised log of errors found in the testing process by the development team, verifying that all errors have been remediated or formally accepted."
BAI07.05,2. Evaluate the final acceptance against the success criteria and interpret the final acceptance testing results. Present them in a form that is understandable to business process owners and IT so an informed review and evaluation can take place.
BAI07.05,"3. Approve the acceptance with formal sign-off by the business process owners, third parties (as appropriate) and IT stakeholders prior to promotion to production."
BAI07.05,4. Ensure that testing of changes is undertaken in accordance with the testing plan. Ensure that the testing is designed and conducted by a test group independent from the development team. Consider the extent to which business process owners and end users are involved in the test group. Ensure that testing is conducted only within the test environment.
BAI07.05,5. Ensure that the tests and anticipated outcomes are in accordance with the defined success criteria set out in the testing plan.
BAI07.05,6. Consider using clearly defined test instructions (scripts) to implement the tests. Ensure that the independent test group assesses and approves each test script to confirm that it adequately addresses test success criteria set out in the test plan. Consider using scripts to verify the extent to which the system meets security requirements.
BAI07.05,7. Consider the appropriate balance between automated scripted tests and interactive user testing.
BAI07.05,8. Undertake tests of security in accordance with the test plan. Measure the extent of security weaknesses or loopholes. Consider the effect of security incidents since construction of the test plan. Consider the effect on access and boundary controls.
BAI07.05,"9. Undertake tests of system and application performance in accordance with the test plan. Consider a range of performance metrics (e.g., end-user response times and database management system update performance)."
BAI07.05,"10. When undertaking testing, ensure that the fallback and rollback elements of the test plan have been addressed."
BAI07.05,"11. Identify, log and classify (e.g., minor, significant, mission-critical) errors during testing. Ensure that an audit trail of test results is available. Communicate results of testing to stakeholders in accordance with the test plan to facilitate bug fixing and further quality enhancement."
BAI07.06,"1. Prepare for transfer of business procedures and supporting services, applications and infrastructure from testing to the production environment in accordance with organisational change management standards."
BAI07.06,2. Determine the extent of pilot implementation or parallel processing of the old and new systems in line with the implementation plan.
BAI07.06,"3. Promptly update relevant business process and system documentation, configuration information and contingency plan documents, as appropriate."
BAI07.06,"4. Ensure that all media libraries are updated promptly with the version of the solution component being transferred from testing to the production environment. Archive the existing version and its supporting documentation. Ensure that promotion to production of systems, application software and infrastructure is under configuration control."
BAI07.06,"5. Where distribution of solution components is conducted electronically, control automated distribution to ensure that users are notified and distribution occurs only to authorised and correctly identified destinations. Include in the release process backout procedures to enable the distribution of changes to be reviewed in the event of a malfunction or error."
BAI07.06,"6. Where distribution takes physical form, keep a formal log of what items have been distributed, to whom, where they have been implemented, and when each has been updated."
BAI07.07,"1. Provide additional resources, as required, to end users and support personnel until the release has stabilised."
BAI07.07,"2. Provide additional IT systems resources, as required, until the release is in a stable operational environment."
BAI07.08,"1. Establish procedures to ensure that post-implementation reviews identify, assess and report on the extent to which:
• Enterprise requirements have been met.
• Expected benefits have been realised.
• The system is considered usable.
• Internal and external stakeholder expectations are met.
• Unexpected impacts on the enterprise have occurred.
• Key risk is mitigated.
• The change management, installation and accreditation processes were performed effectively and efficiently."
BAI07.08,2. Consult business process owners and IT technical management in the choice of metrics for measurement of success and achievement of requirements and benefits.
BAI07.08,"3. Conduct the post-implementation review in accordance with the organisational change management process. Engage business process owners and third parties, as appropriate."
BAI07.08,"4. Consider requirements for post-implementation review arising from outside business and IT (e.g., internal audit, ERM, compliance)."
BAI07.08,5. Agree on and implement an action plan to address issues identified in the post-implementation review. Engage business process owners and IT technical management in the development of the action plan.
BAI08.01,"1. Proactively communicate the value of knowledge to encourage knowledge creation, use, re-use and sharing."
BAI08.01,2. Encourage the sharing and transfer of knowledge by identifying and leveraging motivational factors.
BAI08.01,"3. Create an environment, tools and artefacts that support the sharing and transfer of knowledge."
BAI08.01,4. Embed knowledge management practices into other IT processes.
BAI08.01,5. Set management expectations and demonstrate appropriate attitude regarding the usefulness of knowledge and the need to share enterprise knowledge.
BAI08.02,"1. Identify potential knowledge users, including owners of information who may need to contribute and approve knowledge. Obtain knowledge requirements and sources of information from identified users."
BAI08.02,"2. Consider content types (procedures, processes, structures, concepts, policies, rules, facts, classifications), artefacts (documents, records, video, voice), and structured and unstructured information (experts, social media, email, voice mail, RSS feeds)."
